cliente,total_facturado,factura_promedio,factura_max,factura_min,cantidad_facturas
Sandra Verónica Franco Vargas,254644.0,254644.0,254644.0,254644.0,1
Jairo Andrés Sepúlveda,254072.6,127036.3,168509.0,85563.6,2
Ismael Cáceres,253888.0,126944.0,145391.0,108497.0,2
Orlando Ruiz Sánchez,253163.40000000002,84387.8,112234.0,66175.6,3
Isabel Cárdenas,253113.8,84371.26666666666,112581.0,47501.8,3
Sara Elizabeth Vargas,252455.0,126227.5,134169.0,118286.0,2
Luis Chávez Valencia,251652.59999999998,83884.2,100342.0,71326.2,3
María María Medina,250463.6,125231.8,174759.0,75704.6,2
Patricia Omaira Bravo,249642.0,124821.0,137519.0,112123.0,2
Estella Elsy Daza,249600.0,124800.0,146154.0,103446.0,2
Hernán Ortiz,248933.0,248933.0,248933.0,248933.0,1
Aldemar Ruiz Rengifo,248320.0,248320.0,248320.0,248320.0,1
Abelardo Kevin Hernández,248196.0,124098.0,146057.0,102139.0,2
Juana Arias Correa,248089.0,248089.0,248089.0,248089.0,1
Nelly Marín,247941.0,123970.5,132993.0,114948.0,2
Rocío Daniela Sierra Flórez,247883.4,123941.7,159052.0,88831.4,2
María Margarita Muñoz Jiménez,247844.0,123922.0,142374.0,105470.0,2
Yulieth Salazar,247805.4,82601.8,177672.0,33142.6,3
Angie María Ramírez Arango,247677.0,123838.5,145497.0,102180.0,2
Blanca Posada,246102.2,123051.1,170903.0,75199.2,2
Adriana Hurtado,245942.8,122971.4,149633.0,96309.8,2
Lida Luz Suárez,245865.3,122932.65,181671.0,64194.3,2
Ana Londoño,245684.0,245684.0,245684.0,245684.0,1
Luis Pineda,245498.0,245498.0,245498.0,245498.0,1
Luz González Pérez,245281.0,245281.0,245281.0,245281.0,1
Luis Morales Bravo,244419.0,122209.5,141095.0,103324.0,2
Jhonny Gilberto Domínguez Sánchez,244079.5,122039.75,167651.0,76428.5,2
Ángel Hermes Arias Delgado,244040.8,81346.93333333333,114977.0,43589.9,3
David Díaz Ávila,243742.90000000002,81247.63333333335,127167.0,40894.8,3
Leidy Cardona,243226.7,81075.56666666667,96370.3,73021.7,3
Juan Alfonso García,243109.8,121554.9,163736.0,79373.8,2
León Romero,243042.0,121521.0,129301.0,113741.0,2
José Ortega,242748.0,121374.0,124167.0,118581.0,2
Karina Aura Guzmán,242384.3,80794.76666666666,91573.7,69244.5,3
Juan Guillermo Patiño,241755.0,120877.5,140064.0,101691.0,2
Consuelo Díaz,241683.4,120841.7,173727.0,67956.4,2
Elena Aura Ortiz,241375.0,241375.0,241375.0,241375.0,1
Laura Montes,240809.9,120404.95,153255.0,87554.9,2
Diana Aguilar,240005.0,120002.5,127629.0,112376.0,2
Martha Acosta Castillo,239965.0,239965.0,239965.0,239965.0,1
Ignacio Hernández,239543.0,119771.5,136585.0,102958.0,2
Luis Narváez Muñoz,239336.1,119668.05,166449.0,72887.1,2
Nelly Teresa Pérez Pinzón,238884.0,238884.0,238884.0,238884.0,1
Ana Lucía Lozano,238223.3,79407.76666666666,108756.0,39742.4,3
Camilo González Ramírez,238170.4,119085.2,162010.0,76160.4,2
Alberto Abel González Vera,238041.2,59510.3,77279.6,35659.1,4
Marcela Castaño Fonseca,238024.0,119012.0,132749.0,105275.0,2
Sandra Margarita Ruiz,238003.8,119001.9,173636.0,64367.8,2
Cecilia Alvarado,237596.6,118798.3,151446.0,86150.6,2
Isabel Flórez Toro,236711.0,236711.0,236711.0,236711.0,1
Humberto Nieto Carrillo,236400.9,78800.3,91813.9,72008.9,3
Isabel Elvira Fernández,236306.0,118153.0,134137.0,102169.0,2
Carlos Iván Castro Serna,235533.5,117766.75,174706.0,60827.5,2
Enrique Rodríguez Bravo,235089.9,117544.95,157365.0,77724.9,2
Ignacio Luis Martínez Ramos,234520.0,117260.0,118208.0,116312.0,2
Richard Reinel Campo,234377.0,234377.0,234377.0,234377.0,1
Juan Lozano López,234171.0,117085.5,124632.0,109539.0,2
  Ángela Rubio López  ,232627.0,232627.0,232627.0,232627.0,1
Luis Eduar Garzón López,232412.2,116206.1,137092.0,95320.2,2
Mauricio Enrique Velásquez Torres,232058.6,116029.3,147853.0,84205.6,2
Jimena Marlén Ramírez Martínez,230987.0,230987.0,230987.0,230987.0,1
Sneider Mendoza,230508.0,230508.0,230508.0,230508.0,1
Alexandra Ortega,230094.5,115047.25,177696.0,52398.5,2
Alfonso Andrés Rojas Lara,229298.0,114649.0,160723.0,68575.0,2
Dario Castrillón,228762.0,114381.0,159818.0,68944.0,2
Magaly Leidy Sánchez Ariza,228455.3,114227.65,155469.0,72986.3,2
Anderson Díaz,226717.0,226717.0,226717.0,226717.0,1
William Carlos Zuluaga,226626.0,113313.0,122750.0,103876.0,2
Mariela Andrea Martínez,225942.2,112971.1,130969.0,94973.2,2
Blanca Mary Quintero Arrieta,225024.0,225024.0,225024.0,225024.0,1
Sebastián Juan Márquez,224668.0,112334.0,122687.0,101981.0,2
Andrés Montoya Chaparro,224338.8,112169.4,140946.0,83392.8,2
Kevin Eduardo Fuentes,224291.0,224291.0,224291.0,224291.0,1
Marina Lorena Medina Fuentes,223951.5,111975.75,133684.0,90267.5,2
Andrés Correa,223410.4,111705.2,126073.0,97337.4,2
María Elena Pacheco,223324.6,44664.92,174626.0,-235837.0,5
  Luz López  ,222210.0,222210.0,222210.0,222210.0,1
Carlos Velásquez Martínez,222022.1,111011.05,129894.0,92128.1,2
Erick León Mejía,221535.6,110767.8,126803.0,94732.6,2
Lizeth Esperanza Mesa Marín,219846.4,109923.2,141128.0,78718.4,2
Enrique Díaz,219503.7,54875.925,108260.0,30752.2,4
Patricia Patricia Sánchez,219314.2,109657.1,131140.0,88174.2,2
Jesús Mercado Pineda,216661.7,108330.85,127561.0,89100.7,2
Cristian Andrés Córdoba,215910.3,71970.09999999999,87506.4,53198.5,3
Yaneth Blanco Peña,215179.0,215179.0,215179.0,215179.0,1
Dora Alba Suárez,214795.4,107397.7,163233.0,51562.4,2
Gabriel Correa,212930.3,70976.76666666666,74455.2,66276.9,3
Fabián Freddy Arias López,212723.4,106361.7,121607.0,91116.4,2
Socorro Natalia Ariza,212457.6,106228.8,122701.0,89756.6,2
  José Díaz  ,212245.2,106122.6,138596.0,73649.2,2
Mauricio Gabriel Díaz,212113.2,106056.6,126456.0,85657.2,2
Carmen Escobar,211453.2,105726.6,142286.0,69167.2,2
  Aníbal Johan Murcia  ,211394.0,105697.0,111062.0,100332.0,2
Jonathan Carlos Ariza,210944.9,105472.45,112662.0,98282.9,2
Elías Juan Rojas Quiroga,210848.0,210848.0,210848.0,210848.0,1
Martha Benavides Páez,210581.0,105290.5,105695.0,104886.0,2
Ricardo Chacón,210465.0,210465.0,210465.0,210465.0,1
Mario Julio Ávila,209221.69999999998,52305.424999999996,73834.8,32725.3,4
Dora Correa,208589.7,104294.85,128413.0,80176.7,2
Nora Nelly Mendoza,208236.9,104118.45,156974.0,51262.9,2
Alfonso Alejandro Prieto,208043.9,104021.95,126583.0,81460.9,2
Miguel Andrés López,207907.0,207907.0,207907.0,207907.0,1
Cristhian Wilson Montenegro Chávez,207650.0,207650.0,207650.0,207650.0,1
María Fanny Arteaga Forero,207196.4,103598.2,126963.0,80233.4,2
Sandra Esmeralda Durán Salazar,207031.0,207031.0,207031.0,207031.0,1
Fernando Restrepo Gamboa,206993.0,206993.0,206993.0,206993.0,1
Teresa Anaya Guerrero,206987.0,206987.0,206987.0,206987.0,1
William Luis Vargas,206652.0,206652.0,206652.0,206652.0,1
Stella Restrepo,206319.0,206319.0,206319.0,206319.0,1
Mario Ocampo Rodríguez,206302.3,103151.15,143802.0,62500.3,2
Antonio Sandoval,205948.3,102974.15,122750.0,83198.3,2
Carlos Chávez Ramos,205781.8,102890.9,113353.0,92428.8,2
Manuel Ocampo Duque,205729.0,205729.0,205729.0,205729.0,1
Alejandra Rodríguez García,205610.2,102805.1,111573.0,94037.2,2
Jhon Arenas,205496.7,102748.35,134499.0,70997.7,2
Yeimy Luz Quintero,203905.0,203905.0,203905.0,203905.0,1
Luz Medina,203862.8,101931.4,152290.0,51572.8,2
Robert Marcos Ordóñez Álvarez,203006.0,203006.0,203006.0,203006.0,1
Marina Torres,202619.8,101309.9,115773.0,86846.8,2
Patricia Cristina Córdoba,201774.0,100887.0,170905.0,30869.0,2
Fernando Carlos Mena,201506.0,201506.0,201506.0,201506.0,1
Lucía Moreno Páez,200853.0,200853.0,200853.0,200853.0,1
Sandra María Molina,200134.2,100067.1,151180.0,48954.2,2
María Cerón Palacio,200097.0,100048.5,106072.0,94025.0,2
Andrés Hernández Pinzón,199935.8,99967.9,154743.0,45192.8,2
Nelly Jimena Rentería,199840.7,99920.35,118714.0,81126.7,2
Eduardo Restrepo,199396.0,199396.0,199396.0,199396.0,1
Luz Duque,199274.5,99637.25,103555.0,95719.5,2
Erika Margarita Duque Cardona,199160.0,199160.0,199160.0,199160.0,1
Yaneth Fonseca,198585.0,198585.0,198585.0,198585.0,1
Campo Aguirre Galindo,198524.0,198524.0,198524.0,198524.0,1
José Joan Cardona,198411.7,99205.85,141394.0,57017.7,2
Andrea Díaz Muñoz,198045.0,198045.0,198045.0,198045.0,1
Carmen Angélica Luna González,197799.9,98899.95,122809.0,74990.9,2
María Pardo Cano,196877.6,98438.8,102844.0,94033.6,2
Fabio Moreno González,196666.0,196666.0,196666.0,196666.0,1
Johanna Torres Cardona,196436.6,98218.3,111061.0,85375.6,2
María Claudia Salazar Arboleda,196367.6,98183.8,105602.0,90765.6,2
Ricardo Camilo Campo Calderón,196356.0,65452.0,195667.0,-191543.0,3
María Osorio Bastidas,196049.0,196049.0,196049.0,196049.0,1
María Milena Castillo,195630.9,97815.45,127415.0,68215.9,2
Jhon Efrain Flórez,195279.0,195279.0,195279.0,195279.0,1
Efrén Gómez Rojas,195174.0,195174.0,195174.0,195174.0,1
Karen Andrea Bautista,194900.0,194900.0,194900.0,194900.0,1
Cristobal Humberto Guzmán Polo,193930.3,96965.15,116593.0,77337.3,2
Bibiana Ana Calderón Arboleda,193875.1,96937.55,108038.0,85837.1,2
Lucía González,193186.0,193186.0,193186.0,193186.0,1
Jorge Solano González,193089.1,96544.55,152309.0,40780.1,2
Dora Gil Vélez,193056.8,96528.4,105379.0,87677.8,2
Luz Fernanda Martínez Castañeda,192922.0,192922.0,192922.0,192922.0,1
Antonio Gómez,192845.0,192845.0,192845.0,192845.0,1
María Gloria Suárez,192220.0,192220.0,192220.0,192220.0,1
Juan Leider Ríos Caicedo,192193.3,64064.43333333333,68083.7,59601.0,3
Graciela Xiomara Rueda,191890.4,95945.2,102501.0,89389.4,2
Myriam Osorio Torres,191764.0,191764.0,191764.0,191764.0,1
Martín Jiménez,191709.0,95854.5,130417.0,61292.0,2
Pablo Mena,191352.3,63784.1,78343.8,47788.3,3
Johan Camilo Anaya Ramos,190847.0,190847.0,190847.0,190847.0,1
Angie Johanna Anaya,190791.0,190791.0,190791.0,190791.0,1
Juan Caicedo Henao,190222.6,63407.53333333333,67287.3,56964.3,3
Jorge Luis Narváez Loaiza,190122.2,95061.1,106218.0,83904.2,2
Elena Naranjo Gutiérrez,189372.0,189372.0,189372.0,189372.0,1
Alfonso Ballesteros Muñoz,188718.0,188718.0,188718.0,188718.0,1
Hugo Padilla González,188257.0,188257.0,188257.0,188257.0,1
Ivonne Daniela Restrepo,187963.6,93981.8,99130.0,88833.6,2
Andrés Enrique Martínez,187945.0,187945.0,187945.0,187945.0,1
Liliana Isabel Bonilla Palacio,187848.0,187848.0,187848.0,187848.0,1
Eduardo Gamboa,187790.0,187790.0,187790.0,187790.0,1
Nancy Juliana Rojas Martínez,187593.0,187593.0,187593.0,187593.0,1
Luis Carlos Villamil,187550.0,187550.0,187550.0,187550.0,1
Daniel Rojas Rojas,187182.6,46795.65,175474.0,-180661.0,4
Gustavo Diego Giraldo,187073.2,93536.6,125388.0,61685.2,2
Shirley Isabel Hernández,186605.6,93302.8,104725.0,81880.6,2
William Peña Polo,186507.8,93253.9,116348.0,70159.8,2
Teresa Perdomo Bastidas,186471.0,62157.0,72893.9,44693.2,3
Mónica Cuesta Tovar,185763.1,92881.55,93005.8,92757.3,2
Antonio Lara Restrepo,185531.0,185531.0,185531.0,185531.0,1
Libia Esperanza Parra,185458.0,185458.0,185458.0,185458.0,1
Ruth María Guerra,184742.9,92371.45,102304.0,82438.9,2
Carlos Muñoz,183830.8,91915.4,95717.1,88113.7,2
Alexis Flórez,183612.3,91806.15,103328.0,80284.3,2
Argemiro Rodríguez Cruz,183206.90000000002,91603.45000000001,93922.1,89284.8,2
Vanessa Juliana Mora Pinto,182756.0,182756.0,182756.0,182756.0,1
  Milena Muñoz Espinosa  ,182628.5,91314.25,115788.0,66840.5,2
  José Enrique Rojas  ,181689.6,90844.8,136084.0,45605.6,2
Olga Beltrán,181486.9,90743.45,141292.0,40194.9,2
María Deicy Cuéllar Rueda,180757.0,90378.5,107363.0,73394.0,2
Dora Adriana Calderón Valencia,180307.9,90153.95,118277.0,62030.9,2
Jorge Felipe Rincón López,179945.0,179945.0,179945.0,179945.0,1
Diana Contreras,179752.3,89876.15,99593.6,80158.7,2
Rafael Rivera,179421.0,179421.0,179421.0,179421.0,1
Esther Cruz,179322.0,179322.0,179322.0,179322.0,1
Yina Diana Jaimes Villegas,179208.4,89604.2,93534.7,85673.7,2
María Mery Chaparro Palacio,179140.2,89570.1,93913.0,85227.2,2
José Miguel Guzmán Cortés,178740.0,178740.0,178740.0,178740.0,1
José Ramírez,178680.40000000002,89340.20000000001,99341.6,79338.8,2
Albeiro Arias,178673.0,89336.5,103074.0,75599.0,2
Manuel Jaramillo,178580.0,178580.0,178580.0,178580.0,1
Lida Villa,178263.0,178263.0,178263.0,178263.0,1
Gustavo Gómez Medina,177906.0,177906.0,177906.0,177906.0,1
Paola Lina Vergara Torres,177479.0,177479.0,177479.0,177479.0,1
Lorena Acosta González,177318.0,177318.0,177318.0,177318.0,1
Steven Kevin Parra Flórez,177064.09999999998,88532.04999999999,92155.2,84908.9,2
Elena Díaz,176360.0,176360.0,176360.0,176360.0,1
Juan Pulido,176068.0,176068.0,176068.0,176068.0,1
María Martínez Ávila,175799.6,87899.8,88255.5,87544.1,2
María María Londoño Vega,175723.0,175723.0,175723.0,175723.0,1
Carlos Esneider Benítez Galindo,175714.7,87857.35,143638.0,32076.7,2
Alejandro Santiago Leal,175481.0,175481.0,175481.0,175481.0,1
Yaneth Lina Rojas Aguilar,175030.0,175030.0,175030.0,175030.0,1
Rafael Alexis Salazar Rivera,174283.0,174283.0,174283.0,174283.0,1
Diana Mónica Castillo,173649.0,173649.0,173649.0,173649.0,1
Alejandro Mejía,173455.6,86727.8,98166.5,75289.1,2
Javier Cardona Montes,172658.0,172658.0,172658.0,172658.0,1
César Arrieta,171659.0,171659.0,171659.0,171659.0,1
Antonio Morales,171179.8,85589.9,100566.0,70613.8,2
Juan José Ruiz,171163.0,171163.0,171163.0,171163.0,1
Natalia Mesa Zapata,170868.5,85434.25,108322.0,62546.5,2
María Stella Silva Gómez,170498.0,170498.0,170498.0,170498.0,1
Alberto Castrillón,169140.8,84570.4,95474.9,73665.9,2
Iván Alfonso Zapata,169074.0,169074.0,169074.0,169074.0,1
José Bolaños,169001.4,84500.7,112623.0,56378.4,2
Oswaldo Juan Osorio,168966.5,84483.25,105610.0,63356.5,2
Mauricio Carlos Rincón,168411.59999999998,84205.79999999999,96864.4,71547.2,2
Steven Manuel Ramírez,168318.0,168318.0,168318.0,168318.0,1
Leonor Adriana Triana,168149.7,84074.85,135482.0,32667.7,2
Ever Perdomo,168099.0,168099.0,168099.0,168099.0,1
Carlos Omar Valencia,167685.0,167685.0,167685.0,167685.0,1
Viviana Mercedes Becerra,167114.4,83557.2,87938.7,79175.7,2
Katherine Victoria Torres Rodríguez,166733.0,166733.0,166733.0,166733.0,1
Luis Ángel Fonseca Reyes,166731.6,83365.8,130733.0,35998.6,2
Patricia María Mejía,166532.0,166532.0,166532.0,166532.0,1
Jairo Alejandro González Correa,165056.9,82528.45,128443.0,36613.9,2
  Susana Vargas  ,164386.3,82193.15,130513.0,33873.3,2
Karen Angie Lozano López,163724.9,81862.45,116301.0,47423.9,2
Angie Bedoya Reyes,163600.0,54533.333333333336,172699.0,-116360.0,3
Lina Arenas,163473.0,163473.0,163473.0,163473.0,1
Lilia Teresa Molina Hernández,163394.0,163394.0,163394.0,163394.0,1
José Giovanny Bermúdez Ruiz,163129.0,163129.0,163129.0,163129.0,1
Carlos José Cardona,162982.0,162982.0,162982.0,162982.0,1
Isabel Sepúlveda,162671.0,162671.0,162671.0,162671.0,1
Adriana Vanesa Arias,162393.6,81196.8,85972.5,76421.1,2
Óscar César Méndez,162319.1,81159.55,102464.0,59855.1,2
Andrés Hernando Vera Sánchez,162310.59999999998,81155.29999999999,95295.4,67015.2,2
Enrique Oviedo Riascos,162200.2,81100.1,127289.0,34911.2,2
Jhon Carlos Fonseca Ortiz,160963.2,80481.6,82909.6,78053.6,2
Fredy Daniel Camargo,160795.0,160795.0,160795.0,160795.0,1
Hernán Villegas Sánchez,160719.0,160719.0,160719.0,160719.0,1
Ciro Jesús Torres,160451.0,160451.0,160451.0,160451.0,1
Henry Wilmer Palacios,159780.1,79890.05,127801.0,31979.1,2
Alejandro Díaz Pérez,159607.3,79803.65,121179.0,38428.3,2
María Méndez,159060.0,159060.0,159060.0,159060.0,1
Daniel Pérez,158579.0,158579.0,158579.0,158579.0,1
David David Palacios Loaiza,158201.8,79100.9,79718.8,78483.0,2
Miguel Aguirre,158176.9,79088.45,111193.0,46983.9,2
Albeiro Alfonso Castaño,157737.0,157737.0,157737.0,157737.0,1
Stella Bonilla Córdoba,157361.0,157361.0,157361.0,157361.0,1
Diego Carlos Tovar,157208.0,157208.0,157208.0,157208.0,1
Ingrid Melo Mosquera,157076.0,157076.0,157076.0,157076.0,1
Alicia Suárez Monroy,156092.0,156092.0,156092.0,156092.0,1
Efrain John Arias,155753.5,77876.75,81739.9,74013.6,2
Carlos Andrés Castellanos,155497.0,155497.0,155497.0,155497.0,1
Margoth Yazmín Correa Perea,155482.5,77741.25,89672.6,65809.9,2
Carlos Carlos García,154091.0,77045.5,85545.5,68545.5,2
Santiago Gutiérrez Angulo,152847.0,152847.0,152847.0,152847.0,1
Sandra Pardo Cifuentes,152343.0,152343.0,152343.0,152343.0,1
Cecilia Montes Sarmiento,152202.0,152202.0,152202.0,152202.0,1
Carlos Figueroa Marín,152053.0,152053.0,152053.0,152053.0,1
Adela Daniela Vanegas Vargas,151911.2,75955.6,81107.0,70804.2,2
Lucía Alba Pardo,151863.0,151863.0,151863.0,151863.0,1
Janeth Díaz Rodríguez,151246.0,151246.0,151246.0,151246.0,1
Nancy Melissa Ardila Castro,150301.0,150301.0,150301.0,150301.0,1
Alberto Fernando Ruiz Gil,149842.0,149842.0,149842.0,149842.0,1
Tatiana Hernández,149412.0,149412.0,149412.0,149412.0,1
Elena Karen García,149353.0,149353.0,149353.0,149353.0,1
Rafael Niño Ruiz,149348.0,149348.0,149348.0,149348.0,1
Arturo Quintero,149117.0,149117.0,149117.0,149117.0,1
Mónica Milena García,148060.0,148060.0,148060.0,148060.0,1
Juan Chávez,147884.0,147884.0,147884.0,147884.0,1
Nury María Pérez Arias,147828.0,147828.0,147828.0,147828.0,1
Daniela María Rodríguez,147822.8,73911.4,80413.0,67409.8,2
Yadira Acosta,146781.0,146781.0,146781.0,146781.0,1
Yenny Gómez Gallego,145834.0,145834.0,145834.0,145834.0,1
Jhon Diego Chaparro Pérez,145782.0,145782.0,145782.0,145782.0,1
Alexander Andrés Agudelo Castro,145573.3,72786.65,83601.5,61971.8,2
Carlos Arévalo,145573.0,145573.0,145573.0,145573.0,1
Daniel Alexander Medina,145459.0,145459.0,145459.0,145459.0,1
Patricia Vélez González,145353.0,145353.0,145353.0,145353.0,1
María Clara Ramos,145154.0,145154.0,145154.0,145154.0,1
Amanda Cecilia Romero,144599.0,144599.0,144599.0,144599.0,1
Luz Gladis Forero,144451.0,144451.0,144451.0,144451.0,1
Marina Olaya Hernández,144330.59999999998,72165.29999999999,75407.4,68923.2,2
Diana Yenifer Acosta,144305.0,144305.0,144305.0,144305.0,1
Luis García Aguirre,143700.0,71850.0,76350.6,67349.4,2
Ana Teresa Díaz,142344.2,71172.1,98356.7,43987.5,2
Viviana Moreno Melo,142151.0,142151.0,142151.0,142151.0,1
Rubén Andrade Lara,141461.0,70730.5,103195.0,38266.0,2
María Luz Barrera Castrillón,141094.4,70547.2,92325.7,48768.7,2
Jorge Acosta,141037.0,70518.5,96215.0,44822.0,2
Leonardo Marlon Pineda Bernal,140572.0,140572.0,140572.0,140572.0,1
Tatiana Díaz Martínez,140418.0,140418.0,140418.0,140418.0,1
José Castro,140258.0,140258.0,140258.0,140258.0,1
Virginia Yolanda Guerrero,140142.09999999998,70071.04999999999,86636.4,53505.7,2
Ángela Camacho,139906.0,139906.0,139906.0,139906.0,1
Cristian Julio Aguirre,138759.0,138759.0,138759.0,138759.0,1
María Ramírez Rojas,137654.0,137654.0,137654.0,137654.0,1
José Paz,137348.0,137348.0,137348.0,137348.0,1
César Carvajal Herrera,137066.0,137066.0,137066.0,137066.0,1
Elena Clara Ramírez Jaimes,136532.0,136532.0,136532.0,136532.0,1
Raúl Hermes Mercado Fajardo,135992.0,135992.0,135992.0,135992.0,1
Luz Milena Beltrán Mena,135269.0,135269.0,135269.0,135269.0,1
Alexander Moreno Jiménez,135108.0,135108.0,135108.0,135108.0,1
Joaquín Carlos Forero Patiño,134632.8,67316.4,80656.2,53976.6,2
Ruby Patricia Mendoza,134222.0,134222.0,134222.0,134222.0,1
Alexis Héctor Herrera,133882.0,133882.0,133882.0,133882.0,1
Alexander Ortiz Mejía,133459.2,66729.6,78497.2,54962.0,2
Stella Castaño Sierra,133402.0,133402.0,133402.0,133402.0,1
María Morales Silva,132969.0,132969.0,132969.0,132969.0,1
Anderson Mauricio Castillo Gamboa,130738.0,130738.0,130738.0,130738.0,1
María Luz Rivera Valencia,130631.0,130631.0,130631.0,130631.0,1
Rocío Quintero,129365.0,129365.0,129365.0,129365.0,1
Sandra Sofía Hernández,128519.0,128519.0,128519.0,128519.0,1
Judith Martha Ortega Sánchez,128457.20000000001,64228.600000000006,79129.1,49328.1,2
Marleny Karol Velasco Salazar,128034.0,128034.0,128034.0,128034.0,1
Humberto Víctor Hurtado,126863.0,126863.0,126863.0,126863.0,1
Edgar Bohórquez,126841.0,126841.0,126841.0,126841.0,1
Milena Patricia Velásquez,126463.7,63231.85,64649.5,61814.2,2
Arley Bustamante,126155.0,126155.0,126155.0,126155.0,1
David Samir Moreno Morales,125354.0,125354.0,125354.0,125354.0,1
Yuri Eugenia Mendoza,124968.0,124968.0,124968.0,124968.0,1
Adriana Medina Ibarra,124207.0,124207.0,124207.0,124207.0,1
Daniela Cuéllar Sánchez,123996.0,123996.0,123996.0,123996.0,1
Camilo Gómez,123524.0,123524.0,123524.0,123524.0,1
Carolina Gómez,122778.3,61389.15,74310.0,48468.3,2
Eduardo Edgar García,122743.0,122743.0,122743.0,122743.0,1
Pedro Sánchez Pacheco,122335.0,122335.0,122335.0,122335.0,1
Rosa Rivera García,122280.0,122280.0,122280.0,122280.0,1
Andrés Rincón,121864.1,60932.05,89183.6,32680.5,2
Laura Julia Camacho Mena,121702.0,121702.0,121702.0,121702.0,1
Geraldine Ballesteros García,121392.0,121392.0,121392.0,121392.0,1
Natalia Alzate,120577.0,120577.0,120577.0,120577.0,1
Luis Ramiro Zambrano,120431.4,60215.7,65132.9,55298.5,2
Luis Zambrano,120296.0,120296.0,120296.0,120296.0,1
Martha Leidy Carrillo,119875.0,119875.0,119875.0,119875.0,1
Aníbal Silva,119462.0,59731.0,78632.5,40829.5,2
Jonathan López,119133.70000000001,59566.850000000006,67636.1,51497.6,2
Edinson Dario Moreno,118939.0,118939.0,118939.0,118939.0,1
Adolfo Víctor Valencia Salazar,118786.0,118786.0,118786.0,118786.0,1
David José Villa Benavides,118345.0,118345.0,118345.0,118345.0,1
Jesús Salazar,117461.0,117461.0,117461.0,117461.0,1
Ricardo Jaime Díaz,117436.59999999999,58718.299999999996,75309.4,42127.2,2
Tatiana Sierra,117337.0,117337.0,117337.0,117337.0,1
Daniel Luis Martínez Flórez,116462.6,58231.3,82857.5,33605.1,2
Carlos Suárez González,116235.0,116235.0,116235.0,116235.0,1
Carlos Meza Velasco,115643.0,115643.0,115643.0,115643.0,1
Hermes Jorge Pérez,115636.0,115636.0,115636.0,115636.0,1
María Castellanos,115558.0,115558.0,115558.0,115558.0,1
Lizeth Henao,114108.0,114108.0,114108.0,114108.0,1
José Juan Mendoza,113652.0,113652.0,113652.0,113652.0,1
Adriana Andrea Correa,113172.0,113172.0,113172.0,113172.0,1
Luis Alexander Morales Gómez,112719.0,112719.0,112719.0,112719.0,1
Walter Guerrero,112700.0,112700.0,112700.0,112700.0,1
José Ojeda,112607.0,112607.0,112607.0,112607.0,1
Andrea María Ochoa,111835.0,111835.0,111835.0,111835.0,1
Paola Alicia Ortiz Bautista,111662.0,111662.0,111662.0,111662.0,1
José Medina,111523.0,111523.0,111523.0,111523.0,1
Juan Rosero,111216.0,111216.0,111216.0,111216.0,1
William Cristian Sánchez González,111180.6,55590.3,58734.7,52445.9,2
Brayan José González,111008.0,111008.0,111008.0,111008.0,1
Carlos Peña Acosta,110414.0,110414.0,110414.0,110414.0,1
Franco Agustín Valencia,110289.0,110289.0,110289.0,110289.0,1
Antonio Manuel Restrepo Castro,109648.0,109648.0,109648.0,109648.0,1
Sandra Martha Osorio Rojas,109210.6,54605.3,56512.1,52698.5,2
Diana María Oviedo Vega,108936.0,36312.0,126848.0,-126905.0,3
Ana Cecilia García Rivas,108846.0,108846.0,108846.0,108846.0,1
Enrique Ardila,108506.0,108506.0,108506.0,108506.0,1
Paola Vásquez,107489.0,107489.0,107489.0,107489.0,1
Julio Ancizar Díaz Rodríguez,106151.7,53075.85,68646.4,37505.3,2
Alba Gutiérrez Medina,105200.0,105200.0,105200.0,105200.0,1
Leidy González Parra,105054.0,105054.0,105054.0,105054.0,1
Felipe Jaramillo Sánchez,104288.0,104288.0,104288.0,104288.0,1
Nancy Patricia Parra,103824.0,103824.0,103824.0,103824.0,1
Harold Edwin Morales Galeano,103541.0,103541.0,103541.0,103541.0,1
Sofía Rodríguez Bernal,102912.0,102912.0,102912.0,102912.0,1
Catalina Medina,102815.5,51407.75,71711.0,31104.5,2
Mercedes Rocío Martínez Acosta,102352.0,102352.0,102352.0,102352.0,1
Cindy Valencia,101800.0,101800.0,101800.0,101800.0,1
Katherine Angélica Ochoa Ramos,101777.0,101777.0,101777.0,101777.0,1
Cristina Gaitán,101513.0,101513.0,101513.0,101513.0,1
Orlando Ávila,101372.0,101372.0,101372.0,101372.0,1
Alexis Eduardo Ortega,100636.0,100636.0,100636.0,100636.0,1
Segundo Yecid Castellanos Vélez,100530.0,100530.0,100530.0,100530.0,1
María Meza Burgos,99908.0,99908.0,99908.0,99908.0,1
Julián Prada Romero,99474.7,33158.23333333333,99228.4,-94067.3,3
Luz Lucía Melo,99166.3,99166.3,99166.3,99166.3,1
Sonia Luz Zapata Garzón,98152.8,98152.8,98152.8,98152.8,1
José Fabián Carvajal González,97656.3,97656.3,97656.3,97656.3,1
Cristian Martínez,97369.8,97369.8,97369.8,97369.8,1
Jhoana Giraldo,97197.7,97197.7,97197.7,97197.7,1
Ariel Hernández Pedraza,96650.1,96650.1,96650.1,96650.1,1
Stiven César Hernández Camacho,95647.8,95647.8,95647.8,95647.8,1
Álvaro Rojas,95086.2,31695.399999999998,111690.0,-99264.0,3
Jorge Fabio Pérez Caro,94335.1,94335.1,94335.1,94335.1,1
